Any,zona,dat,via,pk,nomMun,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_VICTIMES,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,F_CICLOMOTORS_IMPLICADES,F_MOTOCICLETES_IMPLICADES,F_VEH_LLEUGERS_IMPLICADES,F_VEH_PESANTS_IMPLICADES,F_ALTRES_UNIT_IMPLICADES,F_UNIT_DESC_IMPLICADES,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_BOIRA,D_CARACT_ENTORN,D_CARRIL_ESPECIAL,D_CIRCULACIO_MESURES_ESP,D_CLIMATOLOGIA,D_FUNC_ESP_VIA,D_GRAVETAT,D_INFLUIT_BOIRA,D_INFLUIT_CARACT_ENTORN,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_INTEN_VENT,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_MESU_ESP,D_INFLUIT_OBJ_CALCADA,D_INFLUIT_SOLCS_RASES,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_LIMIT_VELOCITAT,D_LLUMINOSITAT,D_REGULACIO_PRIORITAT,D_SENTITS_VIA,D_SUBTIPUS_ACCIDENT,D_SUBTIPUS_TRAM,D_SUBZONA,D_SUPERFICIE,D_TIPUS_VIA,D_TITULARITAT_VIA,D_TRACAT_ALTIMETRIC,D_VENT,grupDiaLab,hor,grupHor,tipAcc,tipDia,categoriaVia,dia_setmana
2023,Carretera,2023-02-25,TP-3311,,Ulldecona,Montsià,Tarragona,0,1,1,2,1,0,0,0,0,1,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,17.37,Tarda,Sortida de la calcada sense especificar,dis,Altres,Dissabte
2023,Carretera,2023-07-01,B-10,,"Hospitalet de Llobregat, l'",Barcelonès,Barcelona,0,1,2,3,3,0,0,0,0,1,2,0,0,60.0,No,No n'hi ha,A nivell,No n'hi ha,Accident trànsit anterior,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial suficient",,Un sol sentit,Encalç,,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,22.43,Nit,Col.lisió de vehicles en marxa,dis,Altres,Dissabte
2023,Zona urbana,2023-09-09,BV-5001,,"Roca del Vallès, la",Vallès Oriental,Barcelona,0,1,0,1,2,0,1,0,0,1,0,0,0,100.0,Si,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial insuficient",,Doble sentit,Encalç,,Travessera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",CapDeSetmana,5.35,Nit,Col.lisió de vehicles en marxa,dis,Altres,Dissabte
2023,Carretera,2023-11-27,N-260,36.0,Figueres,Alt Empordà,Girona,0,1,0,1,1,0,0,0,0,1,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",,Doble sentit,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,18.12,Tarda,Sortida de la calcada sense especificar,dill-dij,Nacional,Dilluns
2023,Carretera,2023-08-20,B-124,,Mura,Bages,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Altres,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,10.48,Matí,Altres,dg,Altres,Diumenge
2023,Zona urbana,2023-12-01,C-153,,Olot,Garrotxa,Girona,0,1,0,1,2,0,0,0,0,2,0,0,0,50.0,No,No n'hi ha,A nivell,Carril central,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Senyal velocitat,"De dia, dia fosc",Senyal Stop o cedeix pas,Doble sentit,Fregament o col·lisió lateral,Intersecció en T o Y,Travessera,Sec i net,Carretera convencional,Municipal,Pla,"Calma, vent molt suau",Feiners,9.45,Matí,Col.lisió de vehicles en marxa,div,Altres,Divendres
2023,Zona urbana,2023-10-05,N-II,,Vilassar de Mar,Maresme,Barcelona,0,1,0,1,2,1,0,0,0,1,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial insuficient",,Doble sentit,Atropellament,,Travessera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,0.41,Nit,Atropellament,dill-dij,Nacional,Dijous
2023,Carretera,2023-01-11,B-30,9.0,Barberà del Vallès,Vallès Occidental,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Envestida (frontal lateral),,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,19.0,Tarda,Col.lisió de vehicles en marxa,dill-dij,Altres,Dimecres
2023,Carretera,2023-08-28,B-10,,Barcelona,Barcelonès,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Sols norma prioritat de pas,,Xoc contra objecte/obstacle sense sortida prèvia de via,Enllaç d'entrada o eixida,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,11.45,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,dill-dij,Altres,Dilluns
2023,Carretera,2023-07-31,C-15,,Olèrdola,Alt Penedès,Barcelona,1,0,1,2,2,0,0,0,0,2,0,0,0,80.0,No,No n'hi ha,A nivell,No n'hi ha,Obres,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Un sol sentit,Altres,,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,17.16,Tarda,Altres,dill-dij,Altres,Dilluns
2023,Carretera,2023-07-08,L-702,,Lleida,Segrià,Lleida,0,2,0,2,2,0,0,0,0,2,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Col·lisió frontal,,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,12.09,Matí,Col.lisió de vehicles en marxa,dis,Altres,Dissabte
2023,Carretera,2023-07-19,L-303,,Puigverd d'Agramunt,Urgell,Lleida,1,0,0,1,1,0,0,0,1,0,0,0,0,40.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Resta sortides de via,Giratòria,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,19.56,Tarda,Sortida de la calcada sense especificar,dill-dij,Altres,Dimecres
2023,Carretera,2023-11-14,BV-5001,9.0,Montcada i Reixac,Vallès Occidental,Barcelona,0,1,1,2,2,0,0,0,2,0,0,0,0,50.0,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Doble sentit,Altres,,Carretera,Sec i net,Carretera convencional,Municipal,Pla,"Calma, vent molt suau",Feiners,11.06,Matí,Altres,dill-dij,Altres,Dimarts
2023,Carretera,2023-06-06,AP-7,117.0,Llinars del Vallès,Vallès Oriental,Barcelona,1,0,0,1,2,0,0,0,1,1,0,0,0,100.0,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Encalç,,Carretera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",Feiners,3.21,Nit,Col.lisió de vehicles en marxa,dill-dij,Autopista/Autovia,Dimarts
2023,Carretera,2023-06-10,T-700,11.0,Vimbodí i Poblet,Conca de Barberà,Tarragona,0,1,0,1,1,0,0,0,1,0,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,12.07,Matí,Sortida de la calcada sense especificar,dis,Altres,Dissabte
2023,Carretera,2023-02-27,C-55,,Abrera,Baix Llobregat,Barcelona,0,2,16,18,3,0,0,0,0,1,2,0,0,80.0,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Doble sentit,Altres,,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,11.46,Matí,Altres,dill-dij,Altres,Dilluns
2023,Carretera,2023-02-05,C-35,,Maçanet de la Selva,Selva,Girona,0,1,0,1,2,0,0,0,1,1,0,0,0,100.0,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Col·lisió frontal,,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,14.2,Tarda,Col.lisió de vehicles en marxa,dg,Altres,Diumenge
2023,Carretera,2023-09-08,B-23,,Sant Feliu de Llobregat,Baix Llobregat,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,Si,No,No,Arribant o eixint intersecció fins 50m,Senyal velocitat,"De dia, dia clar",Sols marques viàries (inclou pas vianants),Un sol sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,Enllaç d'entrada o eixida,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,12.03,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,div,Altres,Divendres
2023,Zona urbana,2023-06-03,C-61,4.0,Arenys de Munt,Maresme,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,,Travessera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",CapDeSetmana,5.1,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada,dis,Altres,Dissabte
2023,Carretera,2023-06-02,B-20,,"Hospitalet de Llobregat, l'",Barcelonès,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,80.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Doble sentit,Encalç,,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,15.56,Tarda,Col.lisió de vehicles en marxa,div,Altres,Divendres
2023,Carretera,2023-07-18,C-245,,Cornellà de Llobregat,Baix Llobregat,Barcelona,0,1,0,1,2,0,1,0,0,1,0,0,0,80.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Doble sentit,Encalç,,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,18.22,Tarda,Col.lisió de vehicles en marxa,dill-dij,Altres,Dimarts
2023,Carretera,2023-12-25,B-20,,Barcelona,Barcelonès,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,80.0,No,Si,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Doble sentit,Fregament o col·lisió lateral,,Carretera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",Feiners,14.3,Tarda,Col.lisió de vehicles en marxa,dill-dij,Altres,Dilluns
2023,Zona urbana,2023-07-03,C-243C,14.0,Terrassa,Vallès Occidental,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,Sense especificar,No,No,Sense especificar,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Semàfor,Sense especificar,Envestida (frontal lateral),Encreuament o intersecció en X o +,Travessera,Sec i net,Carretera convencional,,Sense especificar,"Calma, vent molt suau",Feiners,17.45,Tarda,Col.lisió de vehicles en marxa,dill-dij,Altres,Dilluns
2023,Carretera,2023-10-03,N-II,,Òdena,Anoia,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Altres,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,11.17,Matí,Altres,dill-dij,Nacional,Dimarts
2023,Carretera,2023-07-29,BP-2121,,Torrelles de Foix,Alt Penedès,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,20.06,Tarda,Sortida de la calcada sense especificar,dis,Altres,Dissabte
2023,Carretera,2023-12-20,A-2,609.0,Cornellà de Llobregat,Baix Llobregat,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,70.0,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial suficient",,Doble sentit,Encalç,,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,19.03,Tarda,Col.lisió de vehicles en marxa,dill-dij,Autopista/Autovia,Dimecres
2023,Zona urbana,2023-01-07,TP-7225,,"Morell, el",Tarragonès,Tarragona,0,1,0,1,2,0,1,0,0,1,0,0,0,40.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,Si,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Senyal Stop o cedeix pas,Un sol sentit,Envestida (frontal lateral),Giratòria,Travessera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",CapDeSetmana,9.26,Matí,Col.lisió de vehicles en marxa,dis,Altres,Dissabte
2023,Carretera,2023-09-22,C-25D,,Vic,Osona,Barcelona,0,1,6,7,2,0,0,0,0,1,1,0,0,60.0,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,Alba o capvespre,Senyal Stop o cedeix pas,Doble sentit,Col·lisió frontal,Enllaç d'entrada o eixida,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",Feiners,8.26,Matí,Col.lisió de vehicles en marxa,div,Altres,Divendres
2023,Carretera,2023-06-07,B-10,,Barcelona,Barcelonès,Barcelona,0,1,1,2,3,0,0,0,1,2,0,0,0,80.0,No,Si,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,Si,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Doble sentit,Fregament o col·lisió lateral,,Carretera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",Feiners,8.0,Matí,Col.lisió de vehicles en marxa,dill-dij,Altres,Dimecres
2023,Zona urbana,2023-12-24,N-II,,Vilassar de Mar,Maresme,Barcelona,0,1,4,5,1,0,0,0,0,1,0,0,0,40.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De nit, il·luminació artificial suficient",Senyal Stop o cedeix pas,Doble sentit,Resta sortides de via,Giratòria,Travessera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,4.04,Nit,Sortida de la calcada sense especificar,dg,Nacional,Diumenge
2023,Carretera,2023-03-03,N-150,,Barberà del Vallès,Vallès Occidental,Barcelona,0,1,0,1,1,0,1,0,0,0,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Altres,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,15.11,Tarda,Altres,div,Nacional,Divendres
2023,Carretera,2023-08-05,C-1415B,2.0,Caldes de Montbui,Vallès Oriental,Barcelona,0,1,1,2,2,0,0,0,1,1,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Envestida (frontal lateral),Giratòria,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,14.42,Tarda,Col.lisió de vehicles en marxa,dis,Altres,Dissabte
2023,Carretera,2023-08-29,C-16,,Terrassa,Vallès Occidental,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,7.38,Matí,Sortida de la calcada sense especificar,dill-dij,Altres,Dimarts
2023,Carretera,2023-09-20,C-32,,Argentona,Maresme,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial suficient",,Un sol sentit,Fregament o col·lisió lateral,,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,23.41,Nit,Col.lisió de vehicles en marxa,dill-dij,Altres,Dimecres
2023,Zona urbana,2023-10-08,T-340,,Deltebre,Baix Ebre,Tarragona,0,1,1,2,2,0,0,0,1,1,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Envestida (frontal lateral),Intersecció en T o Y,Travessera,Inundat,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,12.19,Matí,Col.lisió de vehicles en marxa,dg,Altres,Diumenge
